Time, Operation, Node, Description
03:00:50.308,writeBlock,2,Writing block [11] (Raft index: 22) to ledger channel=mychannel 
03:02:10.031,writeBlock,2,Writing block [12] (Raft index: 23) to ledger channel=mychannel 
03:02:39.505,writeBlock,2,Writing block [13] (Raft index: 24) to ledger channel=mychannel 
03:03:02.344,writeBlock,2,Writing block [14] (Raft index: 25) to ledger channel=mychannel 
03:03:30.692,writeBlock,2,Writing block [15] (Raft index: 26) to ledger channel=mychannel 
03:03:54.414,writeBlock,2,Writing block [16] (Raft index: 27) to ledger channel=mychannel 
02:51:43.503,HandleChain,s,EvictionSuspicion not set defaulting to 10m0s
02:52:35.765,HandleChain,s,EvictionSuspicion not set defaulting to 10m0s
02:52:35.765,createOrReadWAL,3,No WAL data found creating new WAL at path '/var/hyperledger/production/orderer/etcdraft/wal/mychannel' channel=mychannel 
02:52:36.011,Start,3,Starting Raft node channel=mychannel 
02:52:36.016,start,3,Starting raft node as part of a new channel channel=mychannel 
02:52:36.016,becomeFollower,3,3 became follower at term 0 channel=mychannel 
02:52:36.016,newRaft,3,newRaft 3 [peers: [] term: 0 commit: 0 applied: 0 lastindex: 0 lastterm: 0] channel=mychannel 
02:52:36.016,becomeFollower,3,3 became follower at term 1 channel=mychannel 
02:52:36.016,run,3,This node is picked to start campaign channel=mychannel 
02:52:36.137,apply,3,Applied config change to add node 1 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.137,apply,3,Applied config change to add node 2 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.137,apply,3,Applied config change to add node 3 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.137,apply,3,Applied config change to add node 4 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.137,apply,3,Applied config change to add node 5 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.137,apply,3,Applied config change to add node 6 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.137,apply,3,Applied config change to add node 7 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.137,apply,3,Applied config change to add node 8 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.137,apply,3,Applied config change to add node 9 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.137,apply,3,Applied config change to add node 10 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:37.016,Step,3,3 is starting a new election at term 1 channel=mychannel 
02:52:37.016,becomePreCandidate,3,3 became pre-candidate at term 1 channel=mychannel 
02:52:37.016,poll,3,3 received MsgPreVoteResp from 3 at term 1 channel=mychannel 
02:52:37.016,campaign,3,3 [logterm: 1 index: 10] sent MsgPreVote request to 1 at term 1 channel=mychannel 
02:52:37.016,campaign,3,3 [logterm: 1 index: 10] sent MsgPreVote request to 4 at term 1 channel=mychannel 
02:52:37.016,campaign,3,3 [logterm: 1 index: 10] sent MsgPreVote request to a at term 1 channel=mychannel 
02:52:37.016,campaign,3,3 [logterm: 1 index: 10] sent MsgPreVote request to 2 at term 1 channel=mychannel 
02:52:37.016,campaign,3,3 [logterm: 1 index: 10] sent MsgPreVote request to 5 at term 1 channel=mychannel 
02:52:37.016,campaign,3,3 [logterm: 1 index: 10] sent MsgPreVote request to 6 at term 1 channel=mychannel 
02:52:37.017,campaign,3,3 [logterm: 1 index: 10] sent MsgPreVote request to 7 at term 1 channel=mychannel 
02:52:37.017,campaign,3,3 [logterm: 1 index: 10] sent MsgPreVote request to 8 at term 1 channel=mychannel 
02:52:37.017,campaign,3,3 [logterm: 1 index: 10] sent MsgPreVote request to 9 at term 1 channel=mychannel 
02:52:37.018,poll,3,3 received MsgPreVoteResp from 6 at term 1 channel=mychannel 
02:52:37.018,stepCandidate,3,3 [quorum:6] has received 2 MsgPreVoteResp votes and 0 vote rejections channel=mychannel 
02:52:37.019,poll,3,3 received MsgPreVoteResp from 2 at term 1 channel=mychannel 
02:52:37.019,stepCandidate,3,3 [quorum:6] has received 3 MsgPreVoteResp votes and 0 vote rejections channel=mychannel 
02:52:37.019,poll,3,3 received MsgPreVoteResp from 9 at term 1 channel=mychannel 
02:52:37.019,stepCandidate,3,3 [quorum:6] has received 4 MsgPreVoteResp votes and 0 vote rejections channel=mychannel 
02:52:37.019,poll,3,3 received MsgPreVoteResp from 4 at term 1 channel=mychannel 
02:52:37.019,stepCandidate,3,3 [quorum:6] has received 5 MsgPreVoteResp votes and 0 vote rejections channel=mychannel 
02:52:37.019,poll,3,3 received MsgPreVoteResp from 5 at term 1 channel=mychannel 
02:52:37.019,stepCandidate,3,3 [quorum:6] has received 6 MsgPreVoteResp votes and 0 vote rejections channel=mychannel 
02:52:37.019,becomeCandidate,3,3 became candidate at term 2 channel=mychannel 
02:52:37.019,poll,3,3 received MsgVoteResp from 3 at term 2 channel=mychannel 
02:52:37.019,campaign,3,3 [logterm: 1 index: 10] sent MsgVote request to a at term 2 channel=mychannel 
02:52:37.019,campaign,3,3 [logterm: 1 index: 10] sent MsgVote request to 1 at term 2 channel=mychannel 
02:52:37.019,campaign,3,3 [logterm: 1 index: 10] sent MsgVote request to 4 at term 2 channel=mychannel 
02:52:37.019,campaign,3,3 [logterm: 1 index: 10] sent MsgVote request to 7 at term 2 channel=mychannel 
02:52:37.019,campaign,3,3 [logterm: 1 index: 10] sent MsgVote request to 8 at term 2 channel=mychannel 
02:52:37.019,campaign,3,3 [logterm: 1 index: 10] sent MsgVote request to 9 at term 2 channel=mychannel 
02:52:37.019,campaign,3,3 [logterm: 1 index: 10] sent MsgVote request to 2 at term 2 channel=mychannel 
02:52:37.019,campaign,3,3 [logterm: 1 index: 10] sent MsgVote request to 5 at term 2 channel=mychannel 
02:52:37.019,campaign,3,3 [logterm: 1 index: 10] sent MsgVote request to 6 at term 2 channel=mychannel 
02:52:37.059,poll,3,3 received MsgVoteResp from a at term 2 channel=mychannel 
02:52:37.059,stepCandidate,3,3 [quorum:6] has received 2 MsgVoteResp votes and 0 vote rejections channel=mychannel 
02:52:37.087,poll,3,3 received MsgVoteResp from 2 at term 2 channel=mychannel 
02:52:37.088,stepCandidate,3,3 [quorum:6] has received 3 MsgVoteResp votes and 0 vote rejections channel=mychannel 
02:52:37.088,poll,3,3 received MsgVoteResp from 8 at term 2 channel=mychannel 
02:52:37.088,stepCandidate,3,3 [quorum:6] has received 4 MsgVoteResp votes and 0 vote rejections channel=mychannel 
02:52:37.088,poll,3,3 received MsgVoteResp from 4 at term 2 channel=mychannel 
02:52:37.088,stepCandidate,3,3 [quorum:6] has received 5 MsgVoteResp votes and 0 vote rejections channel=mychannel 
02:52:37.088,poll,3,3 received MsgVoteResp from 7 at term 2 channel=mychannel 
02:52:37.088,stepCandidate,3,3 [quorum:6] has received 6 MsgVoteResp votes and 0 vote rejections channel=mychannel 
02:52:37.088,becomeLeader,3,3 became leader at term 2 channel=mychannel 
02:52:37.088,run,3,raft.node: 3 elected leader 3 at term 2 channel=mychannel 
02:52:37.098,run,3,Leader 3 is present quit campaign channel=mychannel 
02:52:37.098,run,3,Raft leader changed: 0 -> 3 channel=mychannel 
02:52:37.150,run,3,Start accepting requests as Raft leader at block [0] channel=mychannel 
02:53:04.435,propose,3,Created block [1] there are 0 blocks in flight channel=mychannel 
02:53:04.435,run,3,Received config transaction pause accepting transaction till it is committed channel=mychannel 
02:53:04.640,writeBlock,3,Writing block [1] (Raft index: 12) to ledger channel=mychannel 
02:53:07.666,propose,3,Created block [2] there are 0 blocks in flight channel=mychannel 
02:53:07.666,run,3,Received config transaction pause accepting transaction till it is committed channel=mychannel 
02:53:07.833,writeBlock,3,Writing block [2] (Raft index: 13) to ledger channel=mychannel 
02:54:46.547,propose,3,Created block [3] there are 0 blocks in flight channel=mychannel 
02:54:46.653,writeBlock,3,Writing block [3] (Raft index: 14) to ledger channel=mychannel 
02:56:24.438,propose,3,Created block [4] there are 0 blocks in flight channel=mychannel 
02:56:24.509,writeBlock,3,Writing block [4] (Raft index: 15) to ledger channel=mychannel 
02:56:29.384,propose,3,Created block [5] there are 0 blocks in flight channel=mychannel 
02:56:29.492,writeBlock,3,Writing block [5] (Raft index: 16) to ledger channel=mychannel 
02:56:41.418,propose,3,Created block [6] there are 0 blocks in flight channel=mychannel 
02:56:41.551,writeBlock,3,Writing block [6] (Raft index: 17) to ledger channel=mychannel 
02:58:40.825,propose,3,Created block [7] there are 0 blocks in flight channel=mychannel 
02:58:40.935,writeBlock,3,Writing block [7] (Raft index: 18) to ledger channel=mychannel 
02:59:09.149,propose,3,Created block [8] there are 0 blocks in flight channel=mychannel 
02:59:09.310,writeBlock,3,Writing block [8] (Raft index: 19) to ledger channel=mychannel 
02:59:45.219,propose,3,Created block [9] there are 0 blocks in flight channel=mychannel 
02:59:45.335,writeBlock,3,Writing block [9] (Raft index: 20) to ledger channel=mychannel 
03:00:28.455,propose,3,Created block [10] there are 0 blocks in flight channel=mychannel 
03:00:28.579,writeBlock,3,Writing block [10] (Raft index: 21) to ledger channel=mychannel 
03:00:50.169,propose,3,Created block [11] there are 0 blocks in flight channel=mychannel 
03:00:50.267,writeBlock,3,Writing block [11] (Raft index: 22) to ledger channel=mychannel 
03:02:09.878,propose,3,Created block [12] there are 0 blocks in flight channel=mychannel 
03:02:10.030,writeBlock,3,Writing block [12] (Raft index: 23) to ledger channel=mychannel 
03:02:39.388,propose,3,Created block [13] there are 0 blocks in flight channel=mychannel 
03:02:39.504,writeBlock,3,Writing block [13] (Raft index: 24) to ledger channel=mychannel 
03:03:02.194,propose,3,Created block [14] there are 0 blocks in flight channel=mychannel 
03:03:02.343,writeBlock,3,Writing block [14] (Raft index: 25) to ledger channel=mychannel 
03:03:30.571,propose,3,Created block [15] there are 0 blocks in flight channel=mychannel 
03:03:30.690,writeBlock,3,Writing block [15] (Raft index: 26) to ledger channel=mychannel 
03:03:54.307,propose,3,Created block [16] there are 0 blocks in flight channel=mychannel 
03:03:54.413,writeBlock,3,Writing block [16] (Raft index: 27) to ledger channel=mychannel 
02:51:55.063,HandleChain,s,EvictionSuspicion not set defaulting to 10m0s
02:52:35.765,HandleChain,s,EvictionSuspicion not set defaulting to 10m0s
02:52:35.765,createOrReadWAL,4,No WAL data found creating new WAL at path '/var/hyperledger/production/orderer/etcdraft/wal/mychannel' channel=mychannel 
02:52:36.012,Start,4,Starting Raft node channel=mychannel 
02:52:36.014,start,4,Starting raft node as part of a new channel channel=mychannel 
02:52:36.014,becomeFollower,4,4 became follower at term 0 channel=mychannel 
02:52:36.014,newRaft,4,newRaft 4 [peers: [] term: 0 commit: 0 applied: 0 lastindex: 0 lastterm: 0] channel=mychannel 
02:52:36.014,becomeFollower,4,4 became follower at term 1 channel=mychannel 
02:52:36.137,apply,4,Applied config change to add node 1 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.137,apply,4,Applied config change to add node 2 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.137,apply,4,Applied config change to add node 3 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.137,apply,4,Applied config change to add node 4 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.137,apply,4,Applied config change to add node 5 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.137,apply,4,Applied config change to add node 6 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.137,apply,4,Applied config change to add node 7 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.137,apply,4,Applied config change to add node 8 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.137,apply,4,Applied config change to add node 9 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.137,apply,4,Applied config change to add node 10 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:37.018,Step,4,4 [logterm: 1 index: 10 vote: 0] cast MsgPreVote for 3 [logterm: 1 index: 10] at term 1 channel=mychannel 
02:52:37.031,Step,4,4 [term: 1] received a MsgVote message with higher term from 3 [term: 2] channel=mychannel 
02:52:37.031,becomeFollower,4,4 became follower at term 2 channel=mychannel 
02:52:37.031,Step,4,4 [logterm: 1 index: 10 vote: 0] cast MsgVote for 3 [logterm: 1 index: 10] at term 2 channel=mychannel 
02:52:37.098,run,4,raft.node: 4 elected leader 3 at term 2 channel=mychannel 
02:52:37.149,run,4,Raft leader changed: 0 -> 3 channel=mychannel 
02:53:04.650,writeBlock,4,Writing block [1] (Raft index: 12) to ledger channel=mychannel 
02:53:07.833,writeBlock,4,Writing block [2] (Raft index: 13) to ledger channel=mychannel 
02:54:46.653,writeBlock,4,Writing block [3] (Raft index: 14) to ledger channel=mychannel 
02:56:24.510,writeBlock,4,Writing block [4] (Raft index: 15) to ledger channel=mychannel 
02:56:29.494,writeBlock,4,Writing block [5] (Raft index: 16) to ledger channel=mychannel 
02:56:41.553,writeBlock,4,Writing block [6] (Raft index: 17) to ledger channel=mychannel 
02:58:40.938,writeBlock,4,Writing block [7] (Raft index: 18) to ledger channel=mychannel 
02:59:09.319,writeBlock,4,Writing block [8] (Raft index: 19) to ledger channel=mychannel 
02:59:45.336,writeBlock,4,Writing block [9] (Raft index: 20) to ledger channel=mychannel 
03:00:28.580,writeBlock,4,Writing block [10] (Raft index: 21) to ledger channel=mychannel 
03:00:50.272,writeBlock,4,Writing block [11] (Raft index: 22) to ledger channel=mychannel 
03:02:10.031,writeBlock,4,Writing block [12] (Raft index: 23) to ledger channel=mychannel 
03:02:39.505,writeBlock,4,Writing block [13] (Raft index: 24) to ledger channel=mychannel 
03:03:02.343,writeBlock,4,Writing block [14] (Raft index: 25) to ledger channel=mychannel 
03:03:30.732,writeBlock,4,Writing block [15] (Raft index: 26) to ledger channel=mychannel 
03:03:54.416,writeBlock,4,Writing block [16] (Raft index: 27) to ledger channel=mychannel 
02:51:37.650,HandleChain,s,EvictionSuspicion not set defaulting to 10m0s
02:52:35.731,HandleChain,s,EvictionSuspicion not set defaulting to 10m0s
02:52:35.731,createOrReadWAL,5,No WAL data found creating new WAL at path '/var/hyperledger/production/orderer/etcdraft/wal/mychannel' channel=mychannel 
02:52:35.921,Start,5,Starting Raft node channel=mychannel 
02:52:35.923,start,5,Starting raft node as part of a new channel channel=mychannel 
02:52:35.923,becomeFollower,5,5 became follower at term 0 channel=mychannel 
02:52:35.923,newRaft,5,newRaft 5 [peers: [] term: 0 commit: 0 applied: 0 lastindex: 0 lastterm: 0] channel=mychannel 
02:52:35.923,becomeFollower,5,5 became follower at term 1 channel=mychannel 
02:52:36.019,apply,5,Applied config change to add node 1 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.019,apply,5,Applied config change to add node 2 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.019,apply,5,Applied config change to add node 3 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.019,apply,5,Applied config change to add node 4 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.019,apply,5,Applied config change to add node 5 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.019,apply,5,Applied config change to add node 6 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.019,apply,5,Applied config change to add node 7 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.019,apply,5,Applied config change to add node 8 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.019,apply,5,Applied config change to add node 9 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.019,apply,5,Applied config change to add node 10 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:37.018,Step,5,5 [logterm: 1 index: 10 vote: 0] cast MsgPreVote for 3 [logterm: 1 index: 10] at term 1 channel=mychannel 
02:52:37.032,Step,5,5 [term: 1] received a MsgVote message with higher term from 3 [term: 2] channel=mychannel 
02:52:37.032,becomeFollower,5,5 became follower at term 2 channel=mychannel 
02:52:37.032,Step,5,5 [logterm: 1 index: 10 vote: 0] cast MsgVote for 3 [logterm: 1 index: 10] at term 2 channel=mychannel 
02:52:37.098,run,5,raft.node: 5 elected leader 3 at term 2 channel=mychannel 
02:52:37.149,run,5,Raft leader changed: 0 -> 3 channel=mychannel 
02:53:04.641,writeBlock,5,Writing block [1] (Raft index: 12) to ledger channel=mychannel 
02:53:07.839,writeBlock,5,Writing block [2] (Raft index: 13) to ledger channel=mychannel 
02:54:46.654,writeBlock,5,Writing block [3] (Raft index: 14) to ledger channel=mychannel 
02:56:24.510,writeBlock,5,Writing block [4] (Raft index: 15) to ledger channel=mychannel 
02:56:29.493,writeBlock,5,Writing block [5] (Raft index: 16) to ledger channel=mychannel 
02:56:41.552,writeBlock,5,Writing block [6] (Raft index: 17) to ledger channel=mychannel 
02:58:40.936,writeBlock,5,Writing block [7] (Raft index: 18) to ledger channel=mychannel 
02:59:09.313,writeBlock,5,Writing block [8] (Raft index: 19) to ledger channel=mychannel 
02:59:45.384,writeBlock,5,Writing block [9] (Raft index: 20) to ledger channel=mychannel 
03:00:28.581,writeBlock,5,Writing block [10] (Raft index: 21) to ledger channel=mychannel 
03:00:50.273,writeBlock,5,Writing block [11] (Raft index: 22) to ledger channel=mychannel 
03:02:10.031,writeBlock,5,Writing block [12] (Raft index: 23) to ledger channel=mychannel 
03:02:39.505,writeBlock,5,Writing block [13] (Raft index: 24) to ledger channel=mychannel 
03:03:02.344,writeBlock,5,Writing block [14] (Raft index: 25) to ledger channel=mychannel 
03:03:30.691,writeBlock,5,Writing block [15] (Raft index: 26) to ledger channel=mychannel 
03:03:54.414,writeBlock,5,Writing block [16] (Raft index: 27) to ledger channel=mychannel 
02:51:40.435,HandleChain,s,EvictionSuspicion not set defaulting to 10m0s
02:52:35.767,HandleChain,s,EvictionSuspicion not set defaulting to 10m0s
02:52:35.767,createOrReadWAL,6,No WAL data found creating new WAL at path '/var/hyperledger/production/orderer/etcdraft/wal/mychannel' channel=mychannel 
02:52:36.128,Start,6,Starting Raft node channel=mychannel 
02:52:36.130,start,6,Starting raft node as part of a new channel channel=mychannel 
02:52:36.130,becomeFollower,6,6 became follower at term 0 channel=mychannel 
02:52:36.130,newRaft,6,newRaft 6 [peers: [] term: 0 commit: 0 applied: 0 lastindex: 0 lastterm: 0] channel=mychannel 
02:52:36.130,becomeFollower,6,6 became follower at term 1 channel=mychannel 
02:52:36.238,apply,6,Applied config change to add node 1 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.238,apply,6,Applied config change to add node 2 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.238,apply,6,Applied config change to add node 3 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.238,apply,6,Applied config change to add node 4 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.238,apply,6,Applied config change to add node 5 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.239,apply,6,Applied config change to add node 6 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.239,apply,6,Applied config change to add node 7 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.239,apply,6,Applied config change to add node 8 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.239,apply,6,Applied config change to add node 9 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:36.239,apply,6,Applied config change to add node 10 current nodes in channel: [1 2 3 4 5 6 7 8 9 10] channel=mychannel 
02:52:37.018,Step,6,6 [logterm: 1 index: 10 vote: 0] cast MsgPreVote for 3 [logterm: 1 index: 10] at term 1 channel=mychannel 
02:52:37.031,Step,6,6 [term: 1] received a MsgVote message with higher term from 3 [term: 2] channel=mychannel 
